as_of,disease,state,date,median,lower,upper,interval_width,p_growing,category,BuildNumber
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/09/2024 12:00:00 AM,0.9628,0.8868,1.052,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/10/2024 12:00:00 AM,0.9629,0.8928,1.0446,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/11/2024 12:00:00 AM,0.9631,0.8984,1.0366,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/12/2024 12:00:00 AM,0.9636,0.904,1.0291,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/13/2024 12:00:00 AM,0.9637,0.9089,1.0226,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/14/2024 12:00:00 AM,0.9643,0.9137,1.0189,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/15/2024 12:00:00 AM,0.9642,0.9167,1.0157,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/16/2024 12:00:00 AM,0.9644,0.9204,1.0093,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/17/2024 12:00:00 AM,0.9641,0.9234,1.0048,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/18/2024 12:00:00 AM,0.9638,0.9251,1.0011,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/19/2024 12:00:00 AM,0.964,0.9275,0.9979,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/20/2024 12:00:00 AM,0.9639,0.9298,0.9962,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/21/2024 12:00:00 AM,0.964,0.9313,0.9949,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/22/2024 12:00:00 AM,0.964,0.932,0.9939,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/23/2024 12:00:00 AM,0.964,0.9325,0.9923,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/24/2024 12:00:00 AM,0.9635,0.9327,0.9918,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/25/2024 12:00:00 AM,0.9637,0.9321,0.9914,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/26/2024 12:00:00 AM,0.9641,0.9321,0.9913,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/27/2024 12:00:00 AM,0.9643,0.9302,0.9919,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/28/2024 12:00:00 AM,0.9651,0.93,0.9918,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/29/2024 12:00:00 AM,0.9661,0.929,0.9923,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/30/2024 12:00:00 AM,0.9673,0.9298,0.9925,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,10/31/2024 12:00:00 AM,0.9686,0.9299,0.9933,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/01/2024 12:00:00 AM,0.9702,0.9311,0.9942,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/02/2024 12:00:00 AM,0.9721,0.9322,0.9961,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/03/2024 12:00:00 AM,0.9738,0.9337,0.9983,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/04/2024 12:00:00 AM,0.9755,0.9351,1.0003,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/05/2024 12:00:00 AM,0.9778,0.9386,1.0034,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/06/2024 12:00:00 AM,0.98,0.9414,1.0062,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/07/2024 12:00:00 AM,0.9828,0.9445,1.0093,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/08/2024 12:00:00 AM,0.9856,0.9492,1.0124,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/09/2024 12:00:00 AM,0.9884,0.9543,1.0169,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/10/2024 12:00:00 AM,0.9915,0.9593,1.0211,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/11/2024 12:00:00 AM,0.995,0.9638,1.0264,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/12/2024 12:00:00 AM,0.9985,0.9666,1.0317,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/13/2024 12:00:00 AM,1.002,0.9703,1.0368,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/14/2024 12:00:00 AM,1.0055,0.9732,1.0423,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/15/2024 12:00:00 AM,1.0093,0.9747,1.0495,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/16/2024 12:00:00 AM,1.0131,0.9766,1.0563,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/17/2024 12:00:00 AM,1.0172,0.9774,1.0645,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/18/2024 12:00:00 AM,1.0208,0.978,1.0716,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/19/2024 12:00:00 AM,1.024,0.9782,1.0804,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/20/2024 12:00:00 AM,1.0271,0.9782,1.0899,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/21/2024 12:00:00 AM,1.03,0.9771,1.0987,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/22/2024 12:00:00 AM,1.0333,0.9767,1.1077,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/23/2024 12:00:00 AM,1.0357,0.9754,1.1179,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/24/2024 12:00:00 AM,1.0383,0.974,1.1274,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/25/2024 12:00:00 AM,1.0403,0.973,1.1402,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/26/2024 12:00:00 AM,1.0413,0.9719,1.1521,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/27/2024 12:00:00 AM,1.0421,0.9703,1.1664,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/28/2024 12:00:00 AM,1.0427,0.9687,1.1786,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/29/2024 12:00:00 AM,1.0439,0.9664,1.1872,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,11/30/2024 12:00:00 AM,1.0444,0.9623,1.2019,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,12/01/2024 12:00:00 AM,1.0448,0.9595,1.2208,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,12/02/2024 12:00:00 AM,1.0451,0.9572,1.2353,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alabama,12/03/2024 12:00:00 AM,1.0452,0.9503,1.2472,0.95,0.7965,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/09/2024 12:00:00 AM,0.9871,0.9012,1.1167,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/10/2024 12:00:00 AM,0.9872,0.9056,1.109,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/11/2024 12:00:00 AM,0.987,0.912,1.102,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/12/2024 12:00:00 AM,0.987,0.9155,1.0968,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/13/2024 12:00:00 AM,0.9866,0.9204,1.0904,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/14/2024 12:00:00 AM,0.9866,0.9252,1.0838,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/15/2024 12:00:00 AM,0.986,0.9285,1.0762,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/16/2024 12:00:00 AM,0.9854,0.9308,1.0681,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/17/2024 12:00:00 AM,0.9848,0.934,1.062,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/18/2024 12:00:00 AM,0.9843,0.9348,1.0574,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/19/2024 12:00:00 AM,0.9838,0.9372,1.052,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/20/2024 12:00:00 AM,0.983,0.9387,1.0484,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/21/2024 12:00:00 AM,0.982,0.9397,1.0438,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/22/2024 12:00:00 AM,0.981,0.9402,1.039,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/23/2024 12:00:00 AM,0.9798,0.9414,1.0352,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/24/2024 12:00:00 AM,0.9788,0.9404,1.0331,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/25/2024 12:00:00 AM,0.9772,0.9395,1.0311,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/26/2024 12:00:00 AM,0.9762,0.9377,1.0284,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/27/2024 12:00:00 AM,0.9747,0.9373,1.0256,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/28/2024 12:00:00 AM,0.9737,0.9358,1.0228,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/29/2024 12:00:00 AM,0.9719,0.9337,1.0194,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/30/2024 12:00:00 AM,0.9701,0.9321,1.0183,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,10/31/2024 12:00:00 AM,0.9688,0.9304,1.0149,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/01/2024 12:00:00 AM,0.9677,0.9273,1.0119,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/02/2024 12:00:00 AM,0.9663,0.9249,1.0089,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/03/2024 12:00:00 AM,0.9649,0.9221,1.006,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/04/2024 12:00:00 AM,0.9636,0.9195,1.0032,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/05/2024 12:00:00 AM,0.9621,0.9172,1.0008,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/06/2024 12:00:00 AM,0.9605,0.9133,0.9979,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/07/2024 12:00:00 AM,0.9596,0.9106,0.9969,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/08/2024 12:00:00 AM,0.958,0.9089,0.9955,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/09/2024 12:00:00 AM,0.9565,0.9047,0.9962,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/10/2024 12:00:00 AM,0.9549,0.8988,0.9961,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/11/2024 12:00:00 AM,0.9538,0.8948,0.9951,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/12/2024 12:00:00 AM,0.9521,0.8908,0.9952,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/13/2024 12:00:00 AM,0.9514,0.8868,0.9951,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/14/2024 12:00:00 AM,0.9504,0.8842,0.9959,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/15/2024 12:00:00 AM,0.9499,0.8802,0.996,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/16/2024 12:00:00 AM,0.9492,0.8748,0.9978,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/17/2024 12:00:00 AM,0.9487,0.8703,0.999,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/18/2024 12:00:00 AM,0.9486,0.8635,1.001,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/19/2024 12:00:00 AM,0.9489,0.8604,1.0031,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/20/2024 12:00:00 AM,0.9488,0.8562,1.0066,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/21/2024 12:00:00 AM,0.949,0.8504,1.0102,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/22/2024 12:00:00 AM,0.9491,0.8459,1.013,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/23/2024 12:00:00 AM,0.9487,0.8413,1.0177,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/24/2024 12:00:00 AM,0.9487,0.8347,1.0218,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/25/2024 12:00:00 AM,0.9485,0.8299,1.0264,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/26/2024 12:00:00 AM,0.9482,0.8253,1.0344,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/27/2024 12:00:00 AM,0.9481,0.8183,1.0406,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/28/2024 12:00:00 AM,0.9479,0.8114,1.0458,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/29/2024 12:00:00 AM,0.9478,0.8018,1.0508,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,11/30/2024 12:00:00 AM,0.9479,0.7946,1.0585,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,12/01/2024 12:00:00 AM,0.9485,0.7883,1.0645,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,12/02/2024 12:00:00 AM,0.9488,0.7813,1.0737,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Alaska,12/03/2024 12:00:00 AM,0.9488,0.7753,1.0794,0.95,0.1465,Likely Declining,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/09/2024 12:00:00 AM,1.0207,0.9358,1.0703,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/10/2024 12:00:00 AM,1.0211,0.9444,1.0658,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/11/2024 12:00:00 AM,1.0218,0.9528,1.062,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/12/2024 12:00:00 AM,1.0227,0.9602,1.0599,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/13/2024 12:00:00 AM,1.0239,0.9678,1.0575,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/14/2024 12:00:00 AM,1.0255,0.975,1.0558,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/15/2024 12:00:00 AM,1.0263,0.9816,1.0556,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/16/2024 12:00:00 AM,1.0276,0.9885,1.0545,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/17/2024 12:00:00 AM,1.0293,0.995,1.0541,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/18/2024 12:00:00 AM,1.0311,0.9993,1.0536,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/19/2024 12:00:00 AM,1.0332,1.0028,1.0539,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/20/2024 12:00:00 AM,1.0351,1.0074,1.054,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/21/2024 12:00:00 AM,1.037,1.011,1.0551,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/22/2024 12:00:00 AM,1.0391,1.014,1.0567,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/23/2024 12:00:00 AM,1.0411,1.0171,1.0588,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/24/2024 12:00:00 AM,1.0428,1.0196,1.0606,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/25/2024 12:00:00 AM,1.0442,1.0232,1.0634,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/26/2024 12:00:00 AM,1.0458,1.0261,1.0664,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/27/2024 12:00:00 AM,1.0473,1.0293,1.069,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/28/2024 12:00:00 AM,1.0487,1.0316,1.0718,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/29/2024 12:00:00 AM,1.0499,1.034,1.0735,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/30/2024 12:00:00 AM,1.0511,1.0359,1.0756,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,10/31/2024 12:00:00 AM,1.052,1.0372,1.0779,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/01/2024 12:00:00 AM,1.0531,1.0386,1.0802,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/02/2024 12:00:00 AM,1.0542,1.0398,1.0815,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/03/2024 12:00:00 AM,1.0552,1.0402,1.0824,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/04/2024 12:00:00 AM,1.0559,1.0406,1.0833,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/05/2024 12:00:00 AM,1.0564,1.0407,1.0839,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/06/2024 12:00:00 AM,1.0567,1.041,1.0843,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/07/2024 12:00:00 AM,1.0566,1.0408,1.0837,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/08/2024 12:00:00 AM,1.0563,1.0409,1.0832,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/09/2024 12:00:00 AM,1.0558,1.0405,1.0821,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/10/2024 12:00:00 AM,1.0551,1.0399,1.0807,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/11/2024 12:00:00 AM,1.0541,1.039,1.0799,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/12/2024 12:00:00 AM,1.0533,1.0382,1.0776,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/13/2024 12:00:00 AM,1.0521,1.0365,1.0746,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/14/2024 12:00:00 AM,1.051,1.0341,1.0725,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/15/2024 12:00:00 AM,1.0495,1.0307,1.069,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/16/2024 12:00:00 AM,1.048,1.0274,1.0669,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/17/2024 12:00:00 AM,1.0466,1.0251,1.065,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/18/2024 12:00:00 AM,1.0449,1.0217,1.0628,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/19/2024 12:00:00 AM,1.0431,1.0167,1.061,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/20/2024 12:00:00 AM,1.0412,1.0114,1.0607,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,Arizona,11/21/2024 12:00:00 AM,1.0394,1.0047,1.0605,0.95,0.725,Not Changing,12/06/2024 09:39:44 PM
