as_of,disease,state,date,median,lower,upper,interval_width,p_growing,category,BuildNumber
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/24/2024 12:00:00 AM,0.9164,0.8618,0.9578,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/25/2024 12:00:00 AM,0.9187,0.8664,0.9597,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/26/2024 12:00:00 AM,0.9213,0.8689,0.9618,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/27/2024 12:00:00 AM,0.9236,0.8743,0.9651,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/28/2024 12:00:00 AM,0.9263,0.8783,0.9676,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/29/2024 12:00:00 AM,0.929,0.8801,0.9719,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/30/2024 12:00:00 AM,0.9313,0.8837,0.9752,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,10/31/2024 12:00:00 AM,0.9337,0.8864,0.9787,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/01/2024 12:00:00 AM,0.9363,0.8896,0.9845,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/02/2024 12:00:00 AM,0.9388,0.8913,0.9906,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/03/2024 12:00:00 AM,0.9413,0.894,0.9945,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/04/2024 12:00:00 AM,0.9434,0.8974,0.9988,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/05/2024 12:00:00 AM,0.9456,0.9007,1.0025,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/06/2024 12:00:00 AM,0.9478,0.9036,1.007,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/07/2024 12:00:00 AM,0.9503,0.9041,1.0108,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/08/2024 12:00:00 AM,0.9526,0.9059,1.0155,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/09/2024 12:00:00 AM,0.9551,0.9086,1.0193,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/10/2024 12:00:00 AM,0.9574,0.9104,1.0225,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/11/2024 12:00:00 AM,0.9597,0.9116,1.0259,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/12/2024 12:00:00 AM,0.9622,0.9122,1.0295,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/13/2024 12:00:00 AM,0.9645,0.9114,1.0324,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/14/2024 12:00:00 AM,0.9666,0.9115,1.0391,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/15/2024 12:00:00 AM,0.9682,0.9105,1.043,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/16/2024 12:00:00 AM,0.9705,0.9098,1.0509,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/17/2024 12:00:00 AM,0.9712,0.9096,1.0579,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/18/2024 12:00:00 AM,0.9721,0.9082,1.066,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/19/2024 12:00:00 AM,0.9731,0.9064,1.0743,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/20/2024 12:00:00 AM,0.9746,0.9028,1.0812,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/21/2024 12:00:00 AM,0.9759,0.8995,1.0909,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/22/2024 12:00:00 AM,0.9767,0.8955,1.1014,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/23/2024 12:00:00 AM,0.977,0.8903,1.1112,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/24/2024 12:00:00 AM,0.978,0.8857,1.1234,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/25/2024 12:00:00 AM,0.9786,0.8812,1.136,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/26/2024 12:00:00 AM,0.9795,0.8762,1.1502,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/27/2024 12:00:00 AM,0.9802,0.8706,1.1633,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/28/2024 12:00:00 AM,0.9802,0.8656,1.177,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/29/2024 12:00:00 AM,0.9803,0.8617,1.189,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,11/30/2024 12:00:00 AM,0.9804,0.8554,1.2032,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,12/01/2024 12:00:00 AM,0.9797,0.8514,1.2145,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,12/02/2024 12:00:00 AM,0.9796,0.8477,1.2254,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Hampshire,12/03/2024 12:00:00 AM,0.9792,0.8445,1.2373,0.95,0.4175,Not Changing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/09/2024 12:00:00 AM,0.9626,0.8859,1.0402,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/10/2024 12:00:00 AM,0.9629,0.8924,1.0351,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/11/2024 12:00:00 AM,0.9631,0.8989,1.028,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/12/2024 12:00:00 AM,0.9634,0.9075,1.023,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/13/2024 12:00:00 AM,0.9638,0.9134,1.0171,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/14/2024 12:00:00 AM,0.9637,0.918,1.0128,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/15/2024 12:00:00 AM,0.9643,0.9231,1.0086,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/16/2024 12:00:00 AM,0.9646,0.9266,1.0048,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/17/2024 12:00:00 AM,0.9652,0.9296,1.0006,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/18/2024 12:00:00 AM,0.965,0.9326,0.9987,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/19/2024 12:00:00 AM,0.9651,0.9355,0.9968,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/20/2024 12:00:00 AM,0.9648,0.9366,0.9948,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/21/2024 12:00:00 AM,0.9652,0.9379,0.993,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/22/2024 12:00:00 AM,0.9656,0.9397,0.9925,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/23/2024 12:00:00 AM,0.966,0.9396,0.9929,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/24/2024 12:00:00 AM,0.9663,0.9399,0.9922,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/25/2024 12:00:00 AM,0.9667,0.9403,0.9919,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/26/2024 12:00:00 AM,0.9672,0.9398,0.9916,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/27/2024 12:00:00 AM,0.9679,0.9413,0.992,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/28/2024 12:00:00 AM,0.9688,0.9413,0.9931,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/29/2024 12:00:00 AM,0.9697,0.941,0.9943,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/30/2024 12:00:00 AM,0.9711,0.9421,0.9961,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,10/31/2024 12:00:00 AM,0.9727,0.9435,0.9988,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/01/2024 12:00:00 AM,0.9745,0.9451,1.0006,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/02/2024 12:00:00 AM,0.977,0.9468,1.0027,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/03/2024 12:00:00 AM,0.9795,0.9488,1.0046,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/04/2024 12:00:00 AM,0.982,0.9518,1.0071,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/05/2024 12:00:00 AM,0.9849,0.955,1.0093,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/06/2024 12:00:00 AM,0.9878,0.9587,1.0124,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/07/2024 12:00:00 AM,0.9909,0.9627,1.015,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/08/2024 12:00:00 AM,0.994,0.9668,1.018,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/09/2024 12:00:00 AM,0.9971,0.9698,1.0228,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/10/2024 12:00:00 AM,1.0006,0.9724,1.0271,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/11/2024 12:00:00 AM,1.004,0.9762,1.0325,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/12/2024 12:00:00 AM,1.0075,0.9802,1.0378,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/13/2024 12:00:00 AM,1.0112,0.9834,1.0422,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/14/2024 12:00:00 AM,1.015,0.9861,1.0474,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/15/2024 12:00:00 AM,1.0185,0.9881,1.0526,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/16/2024 12:00:00 AM,1.0221,0.9896,1.0572,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/17/2024 12:00:00 AM,1.0256,0.9911,1.0632,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/18/2024 12:00:00 AM,1.0288,0.9919,1.0678,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/19/2024 12:00:00 AM,1.0319,0.9925,1.0734,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/20/2024 12:00:00 AM,1.0349,0.9928,1.079,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/21/2024 12:00:00 AM,1.0378,0.993,1.0877,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/22/2024 12:00:00 AM,1.0406,0.9916,1.0964,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/23/2024 12:00:00 AM,1.0429,0.9913,1.1057,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/24/2024 12:00:00 AM,1.0452,0.9903,1.1164,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/25/2024 12:00:00 AM,1.0472,0.9885,1.1299,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/26/2024 12:00:00 AM,1.0489,0.9862,1.1408,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/27/2024 12:00:00 AM,1.0506,0.9839,1.1531,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/28/2024 12:00:00 AM,1.0518,0.9805,1.1649,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/29/2024 12:00:00 AM,1.053,0.9742,1.1784,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,11/30/2024 12:00:00 AM,1.0536,0.9695,1.1909,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,12/01/2024 12:00:00 AM,1.0546,0.9648,1.2001,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,12/02/2024 12:00:00 AM,1.0554,0.9596,1.2122,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Jersey,12/03/2024 12:00:00 AM,1.0549,0.9551,1.2259,0.95,0.873,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/09/2024 12:00:00 AM,1.0025,0.8864,1.0545,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/10/2024 12:00:00 AM,1.0035,0.895,1.0535,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/11/2024 12:00:00 AM,1.0042,0.9044,1.0521,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/12/2024 12:00:00 AM,1.0054,0.915,1.0502,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/13/2024 12:00:00 AM,1.0067,0.9251,1.0497,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/14/2024 12:00:00 AM,1.0084,0.9337,1.0495,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/15/2024 12:00:00 AM,1.01,0.942,1.0488,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/16/2024 12:00:00 AM,1.012,0.9515,1.0487,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/17/2024 12:00:00 AM,1.0144,0.9612,1.0479,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/18/2024 12:00:00 AM,1.0169,0.9694,1.0475,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/19/2024 12:00:00 AM,1.0198,0.9782,1.0479,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/20/2024 12:00:00 AM,1.0226,0.9864,1.0494,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/21/2024 12:00:00 AM,1.025,0.9927,1.0509,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/22/2024 12:00:00 AM,1.0273,0.9984,1.0534,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/23/2024 12:00:00 AM,1.0297,1.0034,1.0564,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/24/2024 12:00:00 AM,1.0317,1.0065,1.0606,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/25/2024 12:00:00 AM,1.0334,1.0106,1.0675,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/26/2024 12:00:00 AM,1.0353,1.0137,1.0719,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/27/2024 12:00:00 AM,1.0368,1.0159,1.0746,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/28/2024 12:00:00 AM,1.0381,1.0174,1.0802,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/29/2024 12:00:00 AM,1.0395,1.0194,1.0828,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/30/2024 12:00:00 AM,1.0407,1.0206,1.0854,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,10/31/2024 12:00:00 AM,1.0416,1.0209,1.0862,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/01/2024 12:00:00 AM,1.0425,1.0219,1.0869,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/02/2024 12:00:00 AM,1.0432,1.0226,1.0859,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/03/2024 12:00:00 AM,1.0438,1.0228,1.0834,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/04/2024 12:00:00 AM,1.044,1.0229,1.0832,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/05/2024 12:00:00 AM,1.0439,1.0234,1.0819,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/06/2024 12:00:00 AM,1.0439,1.0237,1.0806,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/07/2024 12:00:00 AM,1.0436,1.0227,1.0784,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/08/2024 12:00:00 AM,1.0433,1.022,1.0767,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/09/2024 12:00:00 AM,1.0428,1.0207,1.0751,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/10/2024 12:00:00 AM,1.0424,1.019,1.0721,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/11/2024 12:00:00 AM,1.0418,1.0162,1.07,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/12/2024 12:00:00 AM,1.0409,1.0133,1.0688,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/13/2024 12:00:00 AM,1.0399,1.0112,1.0675,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/14/2024 12:00:00 AM,1.0391,1.0088,1.0673,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/15/2024 12:00:00 AM,1.0386,1.0071,1.0665,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/16/2024 12:00:00 AM,1.0379,1.0028,1.0662,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/17/2024 12:00:00 AM,1.037,1.0012,1.0663,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/18/2024 12:00:00 AM,1.0364,0.9976,1.0681,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/19/2024 12:00:00 AM,1.0359,0.9948,1.0698,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/20/2024 12:00:00 AM,1.0356,0.9886,1.0711,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/21/2024 12:00:00 AM,1.0352,0.9843,1.073,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/22/2024 12:00:00 AM,1.0348,0.9805,1.0774,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/23/2024 12:00:00 AM,1.0349,0.9747,1.0819,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/24/2024 12:00:00 AM,1.0348,0.9687,1.0868,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/25/2024 12:00:00 AM,1.0349,0.9665,1.0936,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/26/2024 12:00:00 AM,1.035,0.9593,1.0995,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/27/2024 12:00:00 AM,1.0351,0.9528,1.1068,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/28/2024 12:00:00 AM,1.0348,0.9466,1.1173,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/29/2024 12:00:00 AM,1.0348,0.9409,1.1256,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,11/30/2024 12:00:00 AM,1.035,0.9327,1.1363,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,12/01/2024 12:00:00 AM,1.0352,0.9269,1.1442,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,12/02/2024 12:00:00 AM,1.0354,0.92,1.1571,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New Mexico,12/03/2024 12:00:00 AM,1.0355,0.9156,1.1663,0.95,0.7845,Likely Growing,12/06/2024 09:39:44 PM
12/03/2024 12:00:00 AM,COVID-19,New York,10/09/2024 12:00:00 AM,0.9206,0.8607,0.9914,0.95,0.9365,Growing,12/06/2024 09:39:44 PM
