Data_Collection_Start_Date,Data_Collection_End_Date,Data_Collection_Midpoint_date,Data_Collection_Midpoint_MMWR_Year,Data_Collection_Midpoint_MMWR_Week,Data_Collection_Midpoint_MMWR_Day,Data_Collection_Midpoint_MMWRWeek_Display_Order,Month_Abbrev,Month_Sort_Order,Data_Source,Suppressed,Race_Ethnicity,Age_Group,Point_Estimate,CI_HalfWidth,CI_Lower,CI_Upper,Sample_Size
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,Overall,65+,74.9,8,66.9,66.9,220
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"White, Non-Hispanic",All Adults (18+),55.3,5.8,49.5,49.5,636
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"White, Non-Hispanic",18-49,46.1,8.5,37.6,37.6,276
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"White, Non-Hispanic",50-64,54.6,9.1,45.5,45.5,188
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"White, Non-Hispanic",65+,72.5,9.6,62.9,62.9,172
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"Black, Non-Hispanic",All Adults (18+),46.3,10.4,35.9,35.9,124
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"Black, Non-Hispanic",18-49,31.9,15.4,16.5,16.5,70
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"Black, Non-Hispanic",50-64,49.4,19.1,30.3,30.3,38
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,true,"Black, Non-Hispanic",65+,,,,,<30
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,Hispanic,All Adults (18+),45.6,10.3,35.3,35.3,160
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,Hispanic,18-49,36,11.1,24.9,24.9,100
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,Hispanic,50-64,58.1,19.4,38.7,38.7,38
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,true,Hispanic,65+,,,,,<30
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"Other, Non-Hispanic",All Adults (18+),71.5,13.9,57.6,57.6,65
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,false,"Other, Non-Hispanic",18-49,67.3,19.3,48,48,46
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,true,"Other, Non-Hispanic",50-64,,,,,<30
01/28/2021 12:00:00 AM,02/01/2021 12:00:00 AM,01/29/2021 12:00:00 AM,2021,4,6,18,Jan,2,NORC Amerispeak,true,"Other, Non-Hispanic",65+,,,,,<30
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Overall,All Adults (18+),54.1,3.2,50.9,50.9,1011
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Overall,18-49,44.6,4.7,39.9,39.9,479
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Overall,50-64,57.1,5.9,51.2,51.2,292
02/05/2021 12:00:00 AM,02/07/2021 12:00:00 AM,02/05/2021 12:00:00 AM,2021,5,6,19,Feb,3,IPSOS KP,false,Overall,65+,71.6,6,65.6,65.6,240
