Data As Of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,Sex,Age Group,Total Deaths
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,20-24 years,294
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,25-29 years,362
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,30-34 years,403
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,35-39 years,477
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,40-44 years,539
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,45-49 years,756
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,5-9 years,21
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,50-54 years,1219
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,55-59 years,1996
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,60-64 years,2630
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,65-69 years,3172
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,70-74 years,3500
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,75-79 years,3695
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,80-84 years,3747
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,85 years and over,7579
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,All Ages,30842
03/21/2021,01/28/2018,02/03/2018,2018,5,02/03/2018,M,Unknown,2
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,0 years,405
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,1-4 years,74
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,10-14 years,66
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,15-19 years,208
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,20-24 years,378
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,25-29 years,504
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,30-34 years,627
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,35-39 years,713
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,40-44 years,852
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,45-49 years,1323
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,5-9 years,46
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,50-54 years,2056
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,55-59 years,3457
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,60-64 years,4435
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,65-69 years,5356
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,70-74 years,6115
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,75-79 years,7018
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,80-84 years,7762
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,85 years and over,19718
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,All Ages,61113
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,All Sexes,Unknown,0
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,0 years,185
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,1-4 years,23
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,10-14 years,36
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,15-19 years,63
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,20-24 years,106
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,25-29 years,163
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,30-34 years,232
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,35-39 years,243
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,40-44 years,330
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,45-49 years,501
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,5-9 years,15
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,50-54 years,836
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,55-59 years,1307
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,60-64 years,1753
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,65-69 years,2178
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,70-74 years,2722
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,75-79 years,3224
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,80-84 years,3929
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,85 years and over,12178
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,All Ages,30024
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,F,Unknown,0
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,0 years,220
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,1-4 years,51
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,10-14 years,30
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,15-19 years,145
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,20-24 years,272
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,25-29 years,341
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,30-34 years,395
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,35-39 years,470
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,40-44 years,522
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,45-49 years,822
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,5-9 years,31
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,50-54 years,1220
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,55-59 years,2150
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,60-64 years,2682
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,65-69 years,3178
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,70-74 years,3393
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,75-79 years,3794
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,80-84 years,3833
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,85 years and over,7540
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,All Ages,31089
03/21/2021,02/04/2018,02/10/2018,2018,6,02/10/2018,M,Unknown,0
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,0 years,442
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,1-4 years,66
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,10-14 years,71
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,15-19 years,199
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,20-24 years,337
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,25-29 years,492
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,30-34 years,568
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,35-39 years,721
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,40-44 years,848
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,45-49 years,1346
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,5-9 years,49
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,50-54 years,2069
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,55-59 years,3211
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,60-64 years,4370
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,65-69 years,5212
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,70-74 years,6117
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,75-79 years,6659
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,80-84 years,7617
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,85 years and over,19390
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,All Ages,59785
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,All Sexes,Unknown,1
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,0 years,194
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,1-4 years,19
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,10-14 years,36
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,15-19 years,61
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,20-24 years,100
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,25-29 years,150
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,30-34 years,199
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,35-39 years,274
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,40-44 years,319
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,45-49 years,540
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,5-9 years,26
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,50-54 years,816
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,55-59 years,1238
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,60-64 years,1737
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,65-69 years,2174
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,70-74 years,2763
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,75-79 years,3112
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,80-84 years,3979
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,85 years and over,12021
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,All Ages,29758
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,F,Unknown,0
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,0 years,248
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,1-4 years,47
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,10-14 years,35
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,15-19 years,138
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,20-24 years,237
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,25-29 years,342
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,30-34 years,369
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,35-39 years,447
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,40-44 years,529
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,45-49 years,806
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,5-9 years,23
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,50-54 years,1253
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,55-59 years,1973
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,60-64 years,2633
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,65-69 years,3038
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,70-74 years,3354
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,75-79 years,3547
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,80-84 years,3638
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,85 years and over,7369
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,All Ages,30027
03/21/2021,02/11/2018,02/17/2018,2018,7,02/17/2018,M,Unknown,1
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,0 years,408
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,1-4 years,77
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,10-14 years,66
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,15-19 years,202
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,20-24 years,340
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,25-29 years,505
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,30-34 years,604
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,35-39 years,713
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,40-44 years,807
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,45-49 years,1258
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,5-9 years,54
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,50-54 years,1938
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,55-59 years,3314
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,60-64 years,4125
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,65-69 years,5008
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,70-74 years,5964
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,75-79 years,6498
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,80-84 years,7235
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,85 years and over,18682
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,All Ages,57800
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,All Sexes,Unknown,2
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,0 years,168
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,1-4 years,40
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,10-14 years,27
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,15-19 years,54
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,20-24 years,88
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,25-29 years,140
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,30-34 years,189
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,35-39 years,251
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,40-44 years,308
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,45-49 years,483
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,5-9 years,21
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,50-54 years,783
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,55-59 years,1307
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,60-64 years,1631
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,65-69 years,2124
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,70-74 years,2607
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,75-79 years,3088
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,80-84 years,3717
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,85 years and over,11636
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,All Ages,28664
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,F,Unknown,2
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,0 years,240
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,1-4 years,37
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,10-14 years,39
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,15-19 years,148
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,20-24 years,252
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,25-29 years,365
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,30-34 years,415
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,35-39 years,462
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,40-44 years,499
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,45-49 years,775
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,5-9 years,33
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,50-54 years,1155
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,55-59 years,2007
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,60-64 years,2494
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,65-69 years,2884
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,70-74 years,3357
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,75-79 years,3410
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,80-84 years,3518
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,85 years and over,7046
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,All Ages,29136
03/21/2021,02/18/2018,02/24/2018,2018,8,02/24/2018,M,Unknown,0
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,0 years,394
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,1-4 years,79
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,10-14 years,57
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,15-19 years,175
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,20-24 years,396
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,25-29 years,543
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,30-34 years,605
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,35-39 years,752
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,40-44 years,842
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,45-49 years,1252
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,5-9 years,49
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,50-54 years,2040
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,55-59 years,3187
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,60-64 years,4214
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,65-69 years,4990
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,70-74 years,5761
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,75-79 years,6534
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,80-84 years,7009
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,85 years and over,17819
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,All Ages,56699
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,All Sexes,Unknown,1
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,0 years,156
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,1-4 years,32
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,10-14 years,22
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,15-19 years,59
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,20-24 years,112
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,25-29 years,158
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,30-34 years,215
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,35-39 years,287
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,40-44 years,326
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,45-49 years,503
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,5-9 years,23
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,50-54 years,774
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,55-59 years,1249
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,60-64 years,1639
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,65-69 years,1985
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,70-74 years,2510
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,75-79 years,3087
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,80-84 years,3477
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,85 years and over,11100
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,All Ages,27714
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,F,Unknown,0
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,0 years,238
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,1-4 years,47
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,10-14 years,35
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,15-19 years,116
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,20-24 years,284
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,25-29 years,385
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,30-34 years,390
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,35-39 years,465
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,40-44 years,516
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,45-49 years,749
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,5-9 years,26
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,50-54 years,1266
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,55-59 years,1938
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,60-64 years,2575
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,65-69 years,3005
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,70-74 years,3251
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,75-79 years,3447
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,80-84 years,3532
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,85 years and over,6719
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,All Ages,28985
03/21/2021,02/25/2018,03/03/2018,2018,9,03/03/2018,M,Unknown,1
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,0 years,440
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,1-4 years,74
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,10-14 years,52
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,15-19 years,202
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,20-24 years,344
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,25-29 years,511
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,30-34 years,621
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,35-39 years,699
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,40-44 years,812
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,45-49 years,1296
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,5-9 years,54
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,50-54 years,2035
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,55-59 years,3201
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,60-64 years,4336
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,65-69 years,5026
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,70-74 years,5861
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,75-79 years,6463
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,80-84 years,7087
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,85 years and over,17979
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,All Ages,57094
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,All Sexes,Unknown,1
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,0 years,193
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,1-4 years,31
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,10-14 years,23
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,15-19 years,63
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,20-24 years,81
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,25-29 years,162
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,30-34 years,185
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,35-39 years,272
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,40-44 years,297
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,45-49 years,482
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,5-9 years,23
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,50-54 years,768
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,55-59 years,1221
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,60-64 years,1730
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,65-69 years,2065
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,70-74 years,2472
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,75-79 years,3063
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,80-84 years,3564
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,85 years and over,11103
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,All Ages,27798
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,F,Unknown,0
03/21/2021,03/04/2018,03/10/2018,2018,10,03/10/2018,M,0 years,247
