UniqueID,EventName,EventType,State,DistrictName,DistrictNCESID,SchoolName,SchoolNCESID,Type,Year,DateClosure,DateReopened,Epi_week,ConfirmedCase,LCStudent,LCStaff,LCHHMStudent,LCHHMStaff,LCVisitor,SuspectedCase,SCStudent,SCStaff,SCHHMStudent,SCHHMStaff,SCVisitor,AbsentStudents,AbsentStaff,Cluster,Widespread,Clean,Mandate,Recommendation,TSCOVID,MentalHealth,Vaccination,Side_effects_of_vaccination,OtherReason,Specify_other_reason
MO202090013D,COVID-19,COVID-19,MO,Maries CO. R-I,2930870,,,D,2020,10/23/2020 12:00:00 AM,11/09/2020 12:00:00 AM,43,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090013S,COVID-19,COVID-19,MO,,2912300,RICHARD SIMPSON ELEM.,291230001019,I,2020,11/03/2020 12:00:00 AM,11/16/2020 12:00:00 AM,45,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090014D,COVID-19,COVID-19,MO,Crystal City 47,2910380,,,D,2020,11/04/2020 12:00:00 AM,11/17/2020 12:00:00 AM,45,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090014S,COVID-19,COVID-19,MO,,2912300,CLYDE HAMRICK ELEM.,291230000498,I,2020,11/05/2020 12:00:00 AM,11/16/2020 12:00:00 AM,45,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090015D,COVID-19,COVID-19,MO,Hale R-I,2913500,,,D,2020,10/30/2020 12:00:00 AM,11/02/2020 12:00:00 AM,44,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090015S,COVID-19,COVID-19,MO,,,ST FERDINAND SCHOOL,00750789,I,2020,11/05/2020 12:00:00 AM,,45,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090016D,COVID-19,COVID-19,MO,Neelyville R-iv,2921750,,,D,2020,10/19/2020 12:00:00 AM,10/26/2020 12:00:00 AM,43,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090016S,COVID-19,COVID-19,MO,,2916770,GEORGE R. ROBINSON ELEM.,291677000921,I,2020,11/09/2020 12:00:00 AM,11/23/2020 12:00:00 AM,46,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090017D,COVID-19,COVID-19,MO,Riverview Gardens,2926670,,,D,2020,11/16/2020 12:00:00 AM,,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
MO202090018D,COVID-19,COVID-19,MO,Jefferson CO. R-vii,2916230,,,D,2020,11/16/2020 12:00:00 AM,,47,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090019D,COVID-19,COVID-19,MO,Potosi R-iii,2925500,,,D,2020,11/23/2020 12:00:00 AM,12/07/2020 12:00:00 AM,48,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
MO202090019S,COVID-19,COVID-19,MO,,,All Saints Academy,,I,2020,11/09/2020 12:00:00 AM,,46,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090020D,COVID-19,COVID-19,MO,ST. Louis City,2929280,,,D,2020,11/30/2020 12:00:00 AM,12/07/2020 12:00:00 AM,49,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,To help limit spread in community
MO202090020S,COVID-19,COVID-19,MO,,2928560,Southern Boone High,292856001766,I,2020,11/09/2020 12:00:00 AM,,46,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,true,shortage of substitute teachers
MO202090021D,COVID-19,COVID-19,MO,Jennings,2916290,,,D,2020,11/19/2020 12:00:00 AM,02/08/2021 12:00:00 AM,47,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090022D,COVID-19,COVID-19,MO,Fox C-6,2912300,,,D,2020,11/23/2020 12:00:00 AM,01/19/2021 12:00:00 AM,48,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202090022S,COVID-19,COVID-19,MO,,2931650,EMIL E. HOLT SR. HIGH,293165002208,I,2020,11/16/2020 12:00:00 AM,01/04/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090023S,COVID-19,COVID-19,MO,,2931650,LIBERTY HIGH SCHOOL,293165003227,I,2020,11/16/2020 12:00:00 AM,01/04/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090024S,COVID-19,COVID-19,MO,,2931650,TIMBERLAND HIGH,293165002844,I,2020,11/16/2020 12:00:00 AM,01/04/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090025S,COVID-19,COVID-19,MO,,2931650,WENTZVILLE MIDDLE,293165002209,I,2020,11/12/2020 12:00:00 AM,12/07/2020 12:00:00 AM,46,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090026S,COVID-19,COVID-19,MO,,2931650,FRONTIER MIDDLE,293165002869,I,2020,11/16/2020 12:00:00 AM,12/07/2020 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090027S,COVID-19,COVID-19,MO,,2931650,WENTZVILLE SOUTH MIDDLE,293165001036,I,2020,11/16/2020 12:00:00 AM,12/07/2020 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
MO202090028S,COVID-19,COVID-19,MO,,2920670,MEHLVILLE HIGH SCHOOL,292067001115,I,2020,11/16/2020 12:00:00 AM,01/19/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
MO202090029S,COVID-19,COVID-19,MO,,2920670,OAKVILLE SR. HIGH,292067001118,I,2020,11/16/2020 12:00:00 AM,01/19/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
MO202090031S,COVID-19,COVID-19,MO,,,ST MARGARET OF SCOTLAND SCHOOL,00750392,I,2020,11/23/2020 12:00:00 AM,12/07/2020 12:00:00 AM,48,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,Precautionary
MO202090032S,COVID-19,COVID-19,MO,,2923580,CENTRAL HIGH,292358001379,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090033S,COVID-19,COVID-19,MO,,2923580,CENTRAL MIDDLE,292358001547,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090034S,COVID-19,COVID-19,MO,,2923580,NORTH HIGH,292358001393,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090035S,COVID-19,COVID-19,MO,,2923580,NORTHEAST MIDDLE,292358001549,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090036S,COVID-19,COVID-19,MO,,2923580,SOUTH HIGH,292358001394,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090037S,COVID-19,COVID-19,MO,,2923580,SOUTH MIDDLE,292358001553,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090038S,COVID-19,COVID-19,MO,,2923580,SOUTHWEST MIDDLE,292358001540,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090039S,COVID-19,COVID-19,MO,,2923580,WEST HIGH,292358001404,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090040S,COVID-19,COVID-19,MO,,2923580,WEST MIDDLE,292358001555,I,2020,11/30/2020 12:00:00 AM,01/19/2021 12:00:00 AM,49,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
MO202090041S,COVID-19,COVID-19,MO,,,St. Roch School,,I,2020,12/07/2020 12:00:00 AM,,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,"""coronavirus cases or quarantines"""
MO202090042S,COVID-19,COVID-19,MO,,,SETON REGIONAL CATHOLIC SCHOOL,00751636,I,2020,12/07/2020 12:00:00 AM,,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,"""coronavirus cases or quarantines"""
MO202090043S,COVID-19,COVID-19,MO,,,IMMACULATE CONCEPTION SCHOOL,00752811,I,2020,12/07/2020 12:00:00 AM,12/14/2020 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,"""coronavirus cases or quarantines"""
MO202100001D,COVID-19,COVID-19,MO,Charleston R-I,2908670,,,D,2021,01/22/2021 12:00:00 AM,02/01/2021 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,,,false,false,false,
MO202100001S,COVID-19,COVID-19,MO,,2923580,NORTH HIGH,292358001393,I,2021,03/05/2021 12:00:00 AM,03/29/2021 12:00:00 AM,9,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202100002S,COVID-19,COVID-19,MO,,2931650,WENTZVILLE MIDDLE,293165002209,I,2021,04/29/2021 12:00:00 AM,05/07/2021 12:00:00 AM,17,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
MO202100003S,COVID-19,COVID-19,MO,,2916400,Trailwoods Elementary,291640002603,I,2021,05/18/2021 12:00:00 AM,06/02/2021 12:00:00 AM,20,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,,,false,false,false,
MO202101001D,COVID-19,COVID-19,MO,South Nodaway R-IV School District,2928500,,,D,2021,09/02/2021 12:00:00 AM,09/07/2021 12:00:00 AM,35,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,
MO202101001S,COVID-19,COVID-19,MO,,2928360,Alexander Elementary School,292836001749,I,2021,09/14/2021 12:00:00 AM,09/20/2021 12:00:00 AM,37,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,
MO202101002D,COVID-19,COVID-19,MO,Lutie School District,2923400,,,D,2021,09/22/2021 12:00:00 AM,10/06/2021 12:00:00 AM,38,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202101002S,COVID-19,COVID-19,MO,,2917970,LATHROP ELEM.,291797000959,I,2021,09/07/2021 12:00:00 AM,09/13/2021 12:00:00 AM,36,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202101003D,COVID-19,COVID-19,MO,KINGSTON 42,2916620,,,D,2021,09/07/2021 12:00:00 AM,09/13/2021 12:00:00 AM,36,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202101004D,Other (COVID),COVID-Associated,MO,Ritenour School District,2926640,,,D,2021,11/01/2021 12:00:00 AM,11/03/2021 12:00:00 AM,44,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101005D,COVID-19,COVID-19,MO,GASCONADE CO. R-II,2923340,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Abundance of caution
MO202101006D,COVID-19,COVID-19,MO,Kansas City Public Schools,2916400,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202101007D,Other (COVID),COVID-Associated,MO,CAPE GIRARDEAU 63,2907120,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101008D,Other (COVID),COVID-Associated,MO,CENTER 58,2908250,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101009D,Other (COVID),COVID-Associated,MO,FORT OSAGE R-I,2912290,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101010D,Other (COVID),COVID-Associated,MO,ST. JOSEPH,2927060,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101011D,Other (COVID),COVID-Associated,MO,ST. CHARLES R-VI,2928920,,,D,2021,12/20/2021 12:00:00 AM,01/03/2022 12:00:00 AM,51,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101012D,Other (COVID),COVID-Associated,MO,HAZELWOOD,2913830,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101013D,Other (COVID),COVID-Associated,MO,FERGUSON-FLORISSANT R-II,2912010,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101014D,Other (COVID),COVID-Associated,MO,RIVERVIEW GARDENS,2926670,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101015D,Other (COVID),COVID-Associated,MO,NORMANDY SCHOOLS COLLABORATIVE,2922650,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101016D,Other (COVID),COVID-Associated,MO,ST. LOUIS CITY,2929280,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101017D,Other (COVID),COVID-Associated,MO,UNIVERSITY CITY,2930660,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101018D,Other (COVID),COVID-Associated,MO,LADUE,2917820,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101019D,Other (COVID),COVID-Associated,MO,CLAYTON,2909720,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101020D,Other (COVID),COVID-Associated,MO,MAPLEWOOD-RICHMOND HEIGHTS,2920010,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101021D,Other (COVID),COVID-Associated,MO,PREMIER CHARTER SCHOOL,2900576,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101022D,Other (COVID),COVID-Associated,MO,GATEWAY SCIENCE ACAD/ST LOUIS,2900592,,,D,2021,11/22/2021 12:00:00 AM,11/29/2021 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101023D,Other (COVID),COVID-Associated,MO,AFFTON 101,2902910,,,D,2021,11/01/2021 12:00:00 AM,11/03/2021 12:00:00 AM,44,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,
MO202101024D,COVID-19,COVID-19,MO,Polo R-VII School District,2925410,,,D,2021,12/16/2021 12:00:00 AM,01/04/2022 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201001S,COVID-19,COVID-19,MO,,,St. Louis University High School,00751104,I,2022,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,Abundance of caution
MO202201002D,COVID-19,COVID-19,MO,Webb City School District,2931500,,,D,2022,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,
MO202201002S,COVID-19,COVID-19,MO,,2929280,Bryan Hill Elementary,292928001888,I,2022,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,Abundance of caution
MO202201003D,COVID-19,COVID-19,MO,McDonald County R-1 School District,2920610,,,D,2022,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,2,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,
MO202201003S,COVID-19,COVID-19,MO,,2929280,Ashland Elementary,292928001877,I,2022,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,Abundance of caution
MO202201004D,COVID-19,COVID-19,MO,Neosho School District,2921810,,,D,2022,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,
MO202201004S,COVID-19,COVID-19,MO,,,Helias Catholic High School,00753189,I,2022,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,To minimize potential exposures.
MO202201005D,COVID-19,COVID-19,MO,Carthage R-9 School District,2907460,,,D,2022,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,
MO202201005S,COVID-19,COVID-19,MO,,,THE CHRISTIAN ACADEMY,A0902038,I,2022,01/21/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201006D,COVID-19,COVID-19,MO,Joplin R-8 Schools,2916350,,,D,2022,01/14/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,
MO202201006S,COVID-19,COVID-19,MO,,,ST PAUL LUTHERAN SCHOOL,A9504575,I,2022,01/20/2022 12:00:00 AM,01/25/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201007D,COVID-19,COVID-19,MO,Sarcoxie R-II Schools,2927540,,,D,2022,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,
MO202201007S,Other (COVID),COVID-Associated,MO,,2908170,CASSVILLE MIDDLE,290817002425,I,2022,01/14/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201008D,COVID-19,COVID-19,MO,Leeton R-X,2918360,,,D,2022,01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201008S,Other (COVID),COVID-Associated,MO,,2908170,CASSVILLE HIGH,290817000219,I,2022,01/14/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201009D,COVID-19,COVID-19,MO,Knob Noster R-VIII Schools,2916830,,,D,2022,01/14/2022 12:00:00 AM,01/24/2022 12:00:00 AM,2,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201010D,COVID-19,COVID-19,MO,Warrensburg R-VI,2931020,,,D,2022,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201011D,COVID-19,COVID-19,MO,Fulton 58,2912550,,,D,2022,01/18/2022 12:00:00 AM,01/19/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,
MO202201012D,COVID-19,COVID-19,MO,St. Joseph School District,2927060,,,D,2022,01/18/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201013D,COVID-19,COVID-19,MO,Osage County R-III (Fatima),2931830,,,D,2022,01/18/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201014D,COVID-19,COVID-19,MO,Springfield Public Schools R-XII,2928860,,,D,2022,01/19/2022 12:00:00 AM,01/31/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201015D,COVID-19,COVID-19,MO,LEBANON R-III,2918270,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,
MO202201016D,COVID-19,COVID-19,MO,CABOOL R-IV,2906430,,,D,2022,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,3,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201017D,Other (COVID),COVID-Associated,MO,CLEVER R-V,2909780,,,D,2022,01/18/2022 12:00:00 AM,01/25/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201018D,Other (COVID),COVID-Associated,MO,FORDLAND R-III,2912180,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201021D,COVID-19,COVID-19,MO,MARION C. EARLY R-V,2920160,,,D,2022,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,3,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201022D,COVID-19,COVID-19,MO,MOUNTAIN GROVE R-III,2921510,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201023D,Other (COVID),COVID-Associated,MO,PLATO R-V,2925210,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,Abundance of caution
MO202201024D,COVID-19,COVID-19,MO,REPUBLIC R-III,2926220,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,
MO202201025D,COVID-19,COVID-19,MO,JEFFERSON CITY,2916190,,,D,2022,01/21/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,false,
MO202201026D,COVID-19,COVID-19,MO,OZARK R-VI,2923430,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201028D,COVID-19,COVID-19,MO,MARSHALL,2920410,,,D,2022,01/18/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201029D,COVID-19,COVID-19,MO,HOUSTON R-I,2914840,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201031D,COVID-19,COVID-19,MO,RAYMONDVILLE R-VII,2926040,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
MO202201032D,COVID-19,COVID-19,MO,LACLEDE CO. C-5 (JOEL E. BARBER ELEM),2917000,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,
MO202201033D,COVID-19,COVID-19,MO,MOUNTAIN VIEW-BIRCH TREE R-III,2921540,,,D,2022,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201035D,COVID-19,COVID-19,MO,ODESSA R-VII,2923100,,,D,2022,01/20/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
MO202201036D,Other (COVID),COVID-Associated,MO,SEDALIA 200,2927830,,,D,2022,01/20/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
MO202201037D,Other (COVID),COVID-Associated,MO,MOBERLY SCHOOL DISTRICT,2921100,,,D,2022,01/20/2022 12:00:00 AM,01/24/2022 12:00:00 AM,3,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
