UniqueID,EventName,EventType,State,DistrictName,DistrictNCESID,SchoolName,SchoolNCESID,Type,Year,DateClosure,DateReopened,Epi_week,ConfirmedCase,LCStudent,LCStaff,LCHHMStudent,LCHHMStaff,LCVisitor,SuspectedCase,SCStudent,SCStaff,SCHHMStudent,SCHHMStaff,SCVisitor,AbsentStudents,AbsentStaff,Cluster,Widespread,Clean,Mandate,Recommendation,TSCOVID,MentalHealth,Vaccination,Side_effects_of_vaccination,OtherReason,Specify_other_reason
AK202090001D,COVID-19,COVID-19,AK,Petersburg Borough School District,0200660,,,D,2020,10/27/2020 12:00:00 AM,10/29/2020 12:00:00 AM,44,true,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090001S,COVID-19,COVID-19,AK,,0200510,Fred and Sara Machetanz Elementary School,020051000741,I,2020,08/28/2020 12:00:00 AM,08/31/2020 12:00:00 AM,35,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090002D,COVID-19,COVID-19,AK,Matanuska-susitna Borough School District,0200510,,,D,2020,11/23/2020 12:00:00 AM,11/30/2020 12:00:00 AM,48,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,true,allow for contact tracing
AK202090002S,COVID-19,COVID-19,AK,,0200510,Pioneer Peak Elementary,020051000565,I,2020,09/01/2020 12:00:00 AM,09/03/2020 12:00:00 AM,36,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090003D,COVID-19,COVID-19,AK,Unalaska City School District,0200720,,,D,2020,12/02/2020 12:00:00 AM,01/04/2021 12:00:00 AM,49,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090003S,COVID-19,COVID-19,AK,,0200510,Colony Middle School,020051000719,I,2020,09/01/2020 12:00:00 AM,09/08/2020 12:00:00 AM,36,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090004D,COVID-19,COVID-19,AK,Klawock City School District,0200450,,,D,2020,12/07/2020 12:00:00 AM,01/04/2021 12:00:00 AM,50,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090004S,COVID-19,COVID-19,AK,,0200510,Colony High School,020051000711,I,2020,09/01/2020 12:00:00 AM,09/08/2020 12:00:00 AM,36,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090005D,COVID-19,COVID-19,AK,Craig City School District,0200090,,,D,2020,11/30/2020 12:00:00 AM,12/14/2020 12:00:00 AM,49,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090005S,COVID-19,COVID-19,AK,,0200510,Butte Elementary,020051000724,I,2020,09/23/2020 12:00:00 AM,09/24/2020 12:00:00 AM,39,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090006D,COVID-19,COVID-19,AK,Hydaburg City School District,0200330,,,D,2020,11/16/2020 12:00:00 AM,12/07/2020 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090006S,COVID-19,COVID-19,AK,,0200390,William H. Seward Elementary School,020039000169,I,2020,09/28/2020 12:00:00 AM,10/05/2020 12:00:00 AM,40,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090007S,COVID-19,COVID-19,AK,,0200510,Wasilla Middle School,020051000545,I,2020,09/30/2020 12:00:00 AM,10/05/2020 12:00:00 AM,40,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090008S,COVID-19,COVID-19,AK,,0200006,Mt. Edgecumbe High School,020000600558,I,2020,09/28/2020 12:00:00 AM,09/30/2020 12:00:00 AM,40,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090009S,COVID-19,COVID-19,AK,,0200480,North Star Elementary,020048000137,I,2020,10/09/2020 12:00:00 AM,10/15/2020 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,false,false,false,
AK202090010S,COVID-19,COVID-19,AK,,0200480,Peterson Elementary,020048000190,I,2020,10/01/2020 12:00:00 AM,10/02/2020 12:00:00 AM,40,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,false,false,false,
AK202090011S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2020,10/15/2020 12:00:00 AM,10/19/2020 12:00:00 AM,42,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,false,false,false,
AK202090012S,COVID-19,COVID-19,AK,,0200390,Aurora Borealis Charter School,020039000274,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090013S,COVID-19,COVID-19,AK,,0200390,Kaleidoscope School of Arts & Science,020039000463,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090014S,COVID-19,COVID-19,AK,,0200390,Kenai Alternative High School,020039000079,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090015S,COVID-19,COVID-19,AK,,0200390,Kalifornsky Beach Elementary,020039000539,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090016S,COVID-19,COVID-19,AK,,0200390,Kenai Middle School,020039000538,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090017S,COVID-19,COVID-19,AK,,0200390,Mt. View Elementary,020039000601,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090018S,COVID-19,COVID-19,AK,,0200390,Nikiski Middle/Senior High School,020039000645,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090019S,COVID-19,COVID-19,AK,,0200390,Nikiski North Star Elementary,020039000602,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090020S,COVID-19,COVID-19,AK,,0200390,Redoubt Elementary,020039000403,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090021S,COVID-19,COVID-19,AK,,0200390,River City Academy,020039000735,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090022S,COVID-19,COVID-19,AK,,0200390,Skyview Middle School,020039000541,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090023S,COVID-19,COVID-19,AK,,0200390,Soldotna Elementary,020039000171,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090024S,COVID-19,COVID-19,AK,,0200390,Soldotna High School,020039000542,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090025S,COVID-19,COVID-19,AK,,0200390,Soldotna Montessori Charter School,020039000448,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090026S,COVID-19,COVID-19,AK,,0200390,Sterling Elementary,020039000173,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090027S,COVID-19,COVID-19,AK,,0200390,Tustumena Elementary,020039000176,I,2020,10/14/2020 12:00:00 AM,12/02/2020 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090028S,COVID-19,COVID-19,AK,,0200390,Moose Pass School,020039000163,I,2020,10/09/2020 12:00:00 AM,12/02/2020 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090029S,COVID-19,COVID-19,AK,,0200390,Seward High School,020039000540,I,2020,10/09/2020 12:00:00 AM,01/11/2021 12:00:00 AM,41,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090030S,COVID-19,COVID-19,AK,,0200390,Seward Middle School,020039000437,I,2020,10/09/2020 12:00:00 AM,01/11/2021 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090031S,COVID-19,COVID-19,AK,,0200390,William H. Seward Elementary School,020039000169,I,2020,10/09/2020 12:00:00 AM,01/11/2021 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,,false,false,false,
AK202090033S,COVID-19,COVID-19,AK,,0200390,Kenai Central High School,020039000537,I,2020,10/14/2020 12:00:00 AM,01/11/2021 12:00:00 AM,42,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090034S,COVID-19,COVID-19,AK,,0200390,Chapman School,020039000152,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090035S,COVID-19,COVID-19,AK,,0200390,Fireweed Academy,020039000296,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090036S,COVID-19,COVID-19,AK,,0200390,Homer Flex School,020039000081,I,2020,10/20/2020 12:00:00 AM,01/11/2021 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090037S,COVID-19,COVID-19,AK,,0200390,Homer High School,020039000158,I,2020,10/20/2020 12:00:00 AM,01/11/2021 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090038S,COVID-19,COVID-19,AK,,0200390,Homer Middle School,020039000543,I,2020,10/20/2020 12:00:00 AM,01/11/2021 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090039S,COVID-19,COVID-19,AK,,0200390,Kachemak Selo School,020039000718,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090040S,COVID-19,COVID-19,AK,,0200390,McNeil Canyon Elementary,020039000512,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090041S,COVID-19,COVID-19,AK,,0200390,Nikolaevsk School,020039000164,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090042S,COVID-19,COVID-19,AK,,0200390,Ninilchik School,020039000165,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090043S,COVID-19,COVID-19,AK,,0200390,Paul Banks Elementary,020039000156,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090044S,COVID-19,COVID-19,AK,,0200390,Razdolna School,020039000536,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090045S,COVID-19,COVID-19,AK,,0200390,Voznesenka School,020039000612,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090046S,COVID-19,COVID-19,AK,,0200390,West Homer Elementary,020039000299,I,2020,10/20/2020 12:00:00 AM,12/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090047S,COVID-19,COVID-19,AK,,0200510,Colony High School,020051000711,I,2020,10/19/2020 12:00:00 AM,11/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090048S,COVID-19,COVID-19,AK,,0200510,Fronteras Charter School,020051000740,I,2020,10/20/2020 12:00:00 AM,10/26/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090049S,COVID-19,COVID-19,AK,,0200510,Houston Jr./Sr. High School,020051000586,I,2020,10/20/2020 12:00:00 AM,10/26/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090051S,COVID-19,COVID-19,AK,,0200510,Mat-Su Central School,020051000224,I,2020,10/19/2020 12:00:00 AM,11/02/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090052S,COVID-19,COVID-19,AK,,0200510,Sherrod Elementary,020051000230,I,2020,10/19/2020 12:00:00 AM,10/21/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090053S,COVID-19,COVID-19,AK,,0200510,Wasilla High School,020051000237,I,2020,10/19/2020 12:00:00 AM,11/04/2020 12:00:00 AM,43,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090054S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2020,11/02/2020 12:00:00 AM,11/03/2020 12:00:00 AM,45,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090055S,COVID-19,COVID-19,AK,,0200510,Wasilla Middle School,020051000545,I,2020,11/04/2020 12:00:00 AM,11/09/2020 12:00:00 AM,45,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090056S,COVID-19,COVID-19,AK,,0200510,Meadow Lakes Elementary,020051000416,I,2020,11/04/2020 12:00:00 AM,11/13/2020 12:00:00 AM,45,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,,false,false,false,
AK202090057S,COVID-19,COVID-19,AK,,0200510,Teeland Middle School,020051000444,I,2020,11/04/2020 12:00:00 AM,11/12/2020 12:00:00 AM,45,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090058S,COVID-19,COVID-19,AK,,0200510,Houston Jr./Sr. High School,020051000586,I,2020,11/04/2020 12:00:00 AM,11/09/2020 12:00:00 AM,45,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202090059S,COVID-19,COVID-19,AK,,0200510,Houston Jr./Sr. High School,020051000586,I,2020,11/12/2020 12:00:00 AM,11/16/2020 12:00:00 AM,46,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,Contact tracing.
AK202090060S,COVID-19,COVID-19,AK,,0200510,Wasilla High School,020051000237,I,2020,11/10/2020 12:00:00 AM,11/16/2020 12:00:00 AM,46,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,Contact tracing.
AK202090062S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2020,12/03/2020 12:00:00 AM,12/07/2020 12:00:00 AM,49,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,false,false,false,
AK202090063S,COVID-19,COVID-19,AK,,0200700,Howard Valentine Coffman Cove School,020070000314,I,2020,12/07/2020 12:00:00 AM,01/11/2021 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090064S,COVID-19,COVID-19,AK,,0200700,Thorne Bay School,020070000326,I,2020,12/07/2020 12:00:00 AM,01/11/2021 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090065S,COVID-19,COVID-19,AK,,0200700,Hollis School,020070000484,I,2020,12/07/2020 12:00:00 AM,01/11/2021 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202090066S,COVID-19,COVID-19,AK,,0200700,Naukati School,020070000589,I,2020,12/07/2020 12:00:00 AM,01/11/2021 12:00:00 AM,50,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100001D,COVID-19,COVID-19,AK,Petersburg Borough School District,0200660,,,D,2021,01/06/2021 12:00:00 AM,01/11/2021 12:00:00 AM,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100001S,COVID-19,COVID-19,AK,,0200510,Colony High School,020051000711,I,2021,02/03/2021 12:00:00 AM,02/08/2021 12:00:00 AM,5,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100002D,COVID-19,COVID-19,AK,Southeast Island School District,0200700,,,D,2021,01/04/2021 12:00:00 AM,01/11/2021 12:00:00 AM,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100002S,COVID-19,COVID-19,AK,,0200510,Colony Middle School,020051000719,I,2021,02/03/2021 12:00:00 AM,02/08/2021 12:00:00 AM,5,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100003D,COVID-19,COVID-19,AK,Wrangell Public Schools,0200810,,,D,2021,02/26/2021 12:00:00 AM,03/08/2021 12:00:00 AM,8,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100004D,COVID-19,COVID-19,AK,Petersburg Borough School District,0200660,,,D,2021,02/23/2021 12:00:00 AM,03/22/2021 12:00:00 AM,8,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100004S,COVID-19,COVID-19,AK,,0200510,Pioneer Peak Elementary,020051000565,I,2021,02/03/2021 12:00:00 AM,02/11/2021 12:00:00 AM,5,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100005S,COVID-19,COVID-19,AK,,0200510,Wasilla High School,020051000237,I,2021,02/03/2021 12:00:00 AM,02/17/2021 12:00:00 AM,5,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100006S,COVID-19,COVID-19,AK,,0200510,Palmer High School,020051000227,I,2021,02/08/2021 12:00:00 AM,02/17/2021 12:00:00 AM,6,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
AK202100007S,COVID-19,COVID-19,AK,,0200210,Thunder Mountain High School,020021000737,I,2021,04/19/2021 12:00:00 AM,04/26/2021 12:00:00 AM,16,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100008S,COVID-19,COVID-19,AK,,0200180,Lake Otis Elementary,020018000086,I,2021,04/19/2021 12:00:00 AM,04/26/2021 12:00:00 AM,16,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100009S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2021,04/28/2021 12:00:00 AM,05/05/2021 12:00:00 AM,17,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202100010S,COVID-19,COVID-19,AK,,0200150,Houghtaling Elementary,020015000046,I,2021,05/13/2021 12:00:00 AM,05/19/2021 12:00:00 AM,19,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100011S,COVID-19,COVID-19,AK,,0200150,Schoenbar Middle School,020015000050,I,2021,05/12/2021 12:00:00 AM,05/17/2021 12:00:00 AM,19,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,,false,false,false,
AK202100012S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2021,05/20/2021 12:00:00 AM,05/21/2021 12:00:00 AM,20,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AK202101001S,COVID-19,COVID-19,AK,,0200625,Napaaqtugmiut School,020062500301,I,2021,08/11/2021 12:00:00 AM,09/23/2021 12:00:00 AM,32,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,
AK202101002S,COVID-19,COVID-19,AK,,0200625,Kobuk School,020062500297,I,2021,08/11/2021 12:00:00 AM,08/23/2021 12:00:00 AM,32,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,
AK202101003S,COVID-19,COVID-19,AK,,0200150,Ketchikan High School,020015000047,I,2021,08/30/2021 12:00:00 AM,09/01/2021 12:00:00 AM,35,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
AK202101004S,COVID-19,COVID-19,AK,,0200510,Snowshoe Elementary School,020051000414,I,2021,09/07/2021 12:00:00 AM,09/13/2021 12:00:00 AM,36,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
AK202101005S,COVID-19,COVID-19,AK,,0200480,Old Harbor School,020048000189,I,2021,10/18/2021 12:00:00 AM,10/21/2021 12:00:00 AM,42,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
AK202101006S,COVID-19,COVID-19,AK,,0200510,Meadow Lakes Elementary,020051000416,I,2021,09/09/2021 12:00:00 AM,09/13/2021 12:00:00 AM,36,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,
AK202101007S,COVID-19,COVID-19,AK,,0200510,Sutton Elementary School,020051000725,I,2021,09/17/2021 12:00:00 AM,09/22/2021 12:00:00 AM,37,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
AK202201001D,COVID-19,COVID-19,AK,Kodiak Island Borough School District,0200480,,,D,2022,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,2,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,
AK202201001S,COVID-19,COVID-19,AK,,0200480,Kodiak High School,020048000185,I,2022,01/05/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,
AK202201002S,COVID-19,COVID-19,AK,,0200480,Ouzinkie School,020048000192,I,2022,01/07/2022 12:00:00 AM,01/24/2022 12:00:00 AM,1,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
AK202201003S,COVID-19,COVID-19,AK,,0200060,Cordova Jr/Sr High School,020006000029,I,2022,01/25/2022 12:00:00 AM,02/07/2022 12:00:00 AM,4,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,
AL202090001D,COVID-19,COVID-19,AL,Decatur City,0101170,,,D,2020,11/20/2020 12:00:00 AM,11/30/2020 12:00:00 AM,47,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090001S,COVID-19,COVID-19,AL,,0102100,Elkmont High School,010210001549,I,2020,08/17/2020 12:00:00 AM,08/24/2020 12:00:00 AM,34,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,,,false,false,false,
AL202090002D,COVID-19,COVID-19,AL,Autauga County,0100240,,,D,2020,12/15/2020 12:00:00 AM,01/05/2021 12:00:00 AM,51,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090002S,COVID-19,COVID-19,AL,,0100420,Locust Fork High School,010042000210,I,2020,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,37,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090003D,COVID-19,COVID-19,AL,Decatur City,0101170,,,D,2020,12/14/2020 12:00:00 AM,01/13/2021 12:00:00 AM,51,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,true,Quarantine for students and staff.
AL202090003S,COVID-19,COVID-19,AL,,0100420,Locust Fork Elementary,010042001427,I,2020,09/09/2020 12:00:00 AM,09/15/2020 12:00:00 AM,37,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090004D,COVID-19,COVID-19,AL,Limestone County Schools,0102100,,,D,2020,12/16/2020 12:00:00 AM,01/06/2021 12:00:00 AM,51,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,,,false,false,false,
AL202090004S,COVID-19,COVID-19,AL,,0101770,Cottonwood High School,010177000612,I,2020,10/05/2020 12:00:00 AM,10/14/2020 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090005S,COVID-19,COVID-19,AL,,0102650,Iola Roberts Elementary School,010265001572,I,2020,10/07/2020 12:00:00 AM,10/14/2020 12:00:00 AM,41,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,,,false,false,true,Lack of subtitute.
AL202090006S,COVID-19,COVID-19,AL,,0102580,Opelika Middle School,010258001071,I,2020,10/05/2020 12:00:00 AM,10/13/2020 12:00:00 AM,41,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090007S,COVID-19,COVID-19,AL,,0102730,Gordo Elementary School,010273001103,I,2020,10/27/2020 12:00:00 AM,11/09/2020 12:00:00 AM,44,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
AL202090008S,COVID-19,COVID-19,AL,,0102730,Gordo High School,010273001104,I,2020,10/27/2020 12:00:00 AM,11/09/2020 12:00:00 AM,44,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,false,false,false,
